"shape_id","shape_pt_lat","shape_pt_lon","shape_pt_sequence"
"406 UP","13.19213","77.47718","346"
"406 DOWN","13.19977","77.4912","347"
"406 UP","13.19209","77.47699","347"
"406 DOWN","13.20005","77.49142","348"
"406 UP","13.19194","77.47656","348"
"406 DOWN","13.20012","77.49152","349"
"406 UP","13.19172","77.4761","349"
"406 DOWN","13.20015","77.49164","350"
"406 UP","13.19162","77.47598","350"
"406 DOWN","13.20015","77.49177","351"
"406 UP","13.19152","77.47593","351"
"406 DOWN","13.20013","77.4919","352"
"406 UP","13.19075","77.47586","352"
"406 DOWN","13.20003","77.49227","353"
"406 UP","13.1905","77.47581","353"
"406 DOWN","13.1998","77.49326","354"
"406 UP","13.19035","77.47575","354"
"406 DOWN","13.19972","77.49367","355"
"406 UP","13.19029","77.4757","355"
"406 DOWN","13.1997","77.49388","356"
"406 UP","13.19024","77.47562","356"
"406 DOWN","13.19969","77.49491","357"
"406 UP","13.19022","77.47555","357"
"406 DOWN","13.19967","77.49518","358"
"406 UP","13.19021","77.47535","358"
"406 DOWN","13.19958","77.49581","359"
"406 UP","13.19085","77.46842","359"
"406 DOWN","13.19933","77.49716","360"
"406 UP","13.19099","77.46628","360"
"406 DOWN","13.1992","77.49847","361"
"406 UP","13.19102","77.4656","361"
"406 DOWN","13.19909","77.49917","362"
"406 UP","13.19105","77.46543","362"
"406 DOWN","13.19905","77.4993","363"
"406 UP","13.19109","77.46536","363"
"406 DOWN","13.19895","77.4994","364"
"406 UP","13.19115","77.46531","364"
"406 DOWN","13.19856","77.4995","365"
"406 UP","13.19122","77.46528","365"
"406 DOWN","13.19834","77.49962","366"
"406 UP","13.1913","77.46529","366"
"406 DOWN","13.19824","77.4997","367"
"406 UP","13.19186","77.46554","367"
"406 DOWN","13.19805","77.49989","368"
"406 UP","13.19242","77.46581","368"
"406 DOWN","13.19767","77.5004","369"
"406 UP","13.19316","77.46613","369"
"406 DOWN","13.19761","77.50046","370"
"406 UP","13.19459","77.46687","370"
"406 DOWN","13.19748","77.50054","371"
"406 UP","13.19469","77.46691","371"
"406 DOWN","13.19733","77.50057","372"
"406 UP","13.19479","77.46691","372"
"406 DOWN","13.19722","77.50057","373"
"406 UP","13.19496","77.46684","373"
"406 DOWN","13.1964","77.50045","374"
"406 UP","13.19555","77.46623","374"
"406 DOWN","13.19579","77.50033","375"
"406 UP","13.19599","77.46583","375"
"406 DOWN","13.19563","77.50031","376"
"406 UP","13.19737","77.46477","376"
"406 DOWN","13.1954","77.50031","377"
"406 UP","13.1975","77.46465","377"
"406 DOWN","13.19529","77.50032","378"
"406 UP","13.19818","77.46396","378"
"406 DOWN","13.19479","77.50043","379"
"406 UP","13.19832","77.46384","379"
"406 DOWN","13.19446","77.50056","380"
"406 UP","13.19874","77.4636","380"
"406 DOWN","13.19437","77.50062","381"
"406 UP","13.19895","77.46345","381"
"406 DOWN","13.19426","77.50071","382"
"406 UP","13.19901","77.46338","382"
"406 DOWN","13.19403","77.50095","383"
"406 UP","13.19944","77.46269","383"
"406 DOWN","13.19395","77.50106","384"
"406 UP","13.19969","77.46235","384"
"406 DOWN","13.19389","77.50128","385"
"406 UP","13.19993","77.46209","385"
"406 DOWN","13.19301","77.50327","386"
"406 UP","13.20033","77.46173","386"
"406 DOWN","13.19273","77.50387","387"
"406 UP","13.20043","77.46162","387"
"406 DOWN","13.19257","77.50411","388"
"406 UP","13.20054","77.46146","388"
"406 DOWN","13.19239","77.50431","389"
"406 UP","13.20062","77.46132","389"
"406 DOWN","13.19227","77.50441","390"
"406 UP","13.20069","77.46114","390"
"406 DOWN","13.19139","77.50504","391"
"406 UP","13.2008","77.46074","391"
"406 DOWN","13.19117","77.50516","392"
"406 UP","13.20095","77.46009","392"
"406 DOWN","13.19091","77.50525","393"
"406 UP","13.2011","77.45929","393"
"406 DOWN","13.19017","77.50546","394"
"406 UP","13.20123","77.45867","394"
"406 DOWN","13.18997","77.50557","395"
"406 UP","13.20124","77.45838","395"
"406 DOWN","13.18986","77.50566","396"
"406 UP","13.20122","77.45822","396"
"406 DOWN","13.18975","77.50578","397"
"406 UP","13.20121","77.45794","397"
"406 DOWN","13.18935","77.50634","398"
"406 UP","13.20125","77.45756","398"
"406 DOWN","13.18881","77.50702","399"
"406 UP","13.20127","77.45746","399"
"406 DOWN","13.18875","77.50712","400"
"406 UP","13.20131","77.45736","400"
"406 DOWN","13.18869","77.50726","401"
"406 UP","13.20145","77.45716","401"
"406 DOWN","13.18839","77.50847","402"
"406 UP","13.20159","77.4571","402"
"406 DOWN","13.18834","77.50877","403"
"406 UP","13.20178","77.45705","403"
"406 DOWN","13.18833","77.50894","404"
"406 UP","13.20224","77.45697","404"
"406 DOWN","13.18834","77.50921","405"
"406 UP","13.20249","77.45696","405"
"406 DOWN","13.18836","77.50932","406"
"406 UP","13.20289","77.45704","406"
"406 DOWN","13.18851","77.50985","407"
"406 UP","13.20309","77.45702","407"
"406 DOWN","13.18859","77.5102","408"
"406 UP","13.20407","77.45631","408"
"406 DOWN","13.18862","77.51062","409"
"406 UP","13.20562","77.45529","409"
"406 DOWN","13.18839","77.5115","410"
"406 UP","13.20635","77.45476","410"
"406 DOWN","13.18819","77.51232","411"
"406 UP","13.20659","77.45456","411"
"406 DOWN","13.18792","77.51313","412"
"406 UP","13.20701","77.45415","412"
"406 DOWN","13.18757","77.51401","413"
"406 UP","13.20766","77.45347","413"
"406 DOWN","13.1872","77.51477","414"
"406 UP","13.20794","77.45315","414"
"406 DOWN","13.18695","77.51517","415"
"406 UP","13.20821","77.45293","415"
"406 DOWN","13.18668","77.51555","416"
"406 UP","13.20955","77.45193","416"
"406 DOWN","13.18655","77.51573","417"
"406 UP","13.20963","77.45188","417"
"406 DOWN","13.18612","77.51624","418"
"406 UP","13.20981","77.45183","418"
"406 DOWN","13.185","77.51752","419"
"406 UP","13.20976","77.45167","419"
"406 DOWN","13.18485","77.51772","420"
"406 UP","13.20967","77.4512","420"
"406 DOWN","13.18434","77.51849","421"
"406 UP","13.20966","77.4511","421"
"406 DOWN","13.18422","77.51859","422"
"406 UP","13.20968","77.45096","422"
"406 DOWN","13.18416","77.51861","423"
"406 UP","13.20977","77.4508","423"
"406 DOWN","13.18394","77.51864","424"
"406 UP","13.20997","77.45062","424"
"406 DOWN","13.18377","77.51865","425"
"406 UP","13.21011","77.45046","425"
"406 DOWN","13.18353","77.51868","426"
"406 UP","13.21015","77.45036","426"
"406 DOWN","13.18331","77.5188","427"
"406 UP","13.21053","77.44909","427"
"406 DOWN","13.18317","77.51898","428"
"406 UP","13.21058","77.4488","428"
"406 DOWN","13.18313","77.51908","429"
"406 UP","13.21058","77.44863","429"
"406 DOWN","13.18289","77.51935","430"
"406 UP","13.21056","77.44847","430"
"406 DOWN","13.18277","77.51953","431"
"406 UP","13.21024","77.44723","431"
"406 DOWN","13.18256","77.5201","432"
"406 UP","13.21015","77.44667","432"
"406 DOWN","13.18249","77.52023","433"
"406 UP","13.21011","77.44633","433"
"406 DOWN","13.18241","77.52033","434"
"406 UP","13.20997","77.44603","434"
"406 DOWN","13.18231","77.52042","435"
"406 UP","13.2096","77.44429","435"
"406 DOWN","13.18219","77.52051","436"
"406 UP","13.20946","77.44375","436"
"406 DOWN","13.18208","77.52056","437"
"406 UP","13.20938","77.44352","437"
"406 DOWN","13.18179","77.52063","438"
"406 UP","13.20917","77.4431","438"
"406 DOWN","13.18057","77.5208","439"
"406 UP","13.2086","77.44218","439"
"406 DOWN","13.17993","77.52092","440"
"406 UP","13.20838","77.44188","440"
"406 DOWN","13.17964","77.52099","441"
"406 UP","13.20802","77.44146","441"
"406 DOWN","13.17912","77.52105","442"
"406 UP","13.20793","77.44138","442"
"406 DOWN","13.17859","77.52109","443"
"406 UP","13.20783","77.44132","443"
"406 DOWN","13.17808","77.52118","444"
"406 UP","13.20772","77.44128","444"
"406 DOWN","13.17753","77.52138","445"
"406 UP","13.20719","77.44121","445"
"406 DOWN","13.17733","77.52148","446"
"406 UP","13.20703","77.44112","446"
"406 DOWN","13.17694","77.52173","447"
"406 UP","13.20696","77.44103","447"
"406 DOWN","13.17596","77.52243","448"
"406 UP","13.20652","77.43997","448"
"406 DOWN","13.17554","77.52279","449"
"406 UP","13.20637","77.43952","449"
"406 DOWN","13.17521","77.5231","450"
"406 UP","13.20614","77.43903","450"
"406 DOWN","13.17509","77.52324","451"
"406 UP","13.20592","77.43849","451"
"406 DOWN","13.17481","77.52359","452"
"406 UP","13.205","77.4358","452"
"406 DOWN","13.17462","77.52386","453"
"406 UP","13.20492","77.43562","453"
"406 DOWN","13.17434","77.52434","454"
"406 UP","13.20473","77.43531","454"
"406 DOWN","13.17394","77.52507","455"
"406 UP","13.20426","77.4347","455"
"406 DOWN","13.17384","77.52526","456"
"406 UP","13.20341","77.43354","456"
"406 DOWN","13.17372","77.52553","457"
"406 UP","13.20306","77.43304","457"
"406 DOWN","13.17358","77.52592","458"
"406 UP","13.20214","77.43181","458"
"406 DOWN","13.17293","77.52814","459"
"406 UP","13.20205","77.43177","459"
"406 DOWN","13.1729","77.52823","460"
"406 UP","13.20185","77.43152","460"
"406 DOWN","13.17284","77.52833","461"
"406 UP","13.20077","77.43008","461"
"406 DOWN","13.17272","77.52878","462"
"406 UP","13.19828","77.42689","462"
"406 DOWN","13.17263","77.52962","463"
"406 UP","13.19803","77.42659","463"
"406 DOWN","13.17261","77.53022","464"
"406 UP","13.19654","77.42472","464"
"406 DOWN","13.17257","77.5308","465"
"406 UP","13.19629","77.42441","465"
"406 DOWN","13.17256","77.53158","466"
"406 UP","13.19614","77.42425","466"
"406 DOWN","13.17259","77.5322","467"
"406 UP","13.19594","77.42407","467"
"406 DOWN","13.17258","77.5326","468"
"406 UP","13.19386","77.42245","468"
"406 DOWN","13.17248","77.53302","469"
"406 UP","13.19074","77.42002","469"
"406 DOWN","13.17224","77.53378","470"
"406 UP","13.19042","77.4198","470"
"406 DOWN","13.17208","77.53421","471"
"406 UP","13.19007","77.41962","471"
"406 DOWN","13.17186","77.53489","472"
"406 UP","13.18975","77.41949","472"
"406 DOWN","13.1718","77.53515","473"
"406 UP","13.18761","77.41888","473"
"406 DOWN","13.1718","77.53523","474"
"406 UP","13.18763","77.41878","474"
"406 DOWN","13.17185","77.53544","475"
"406 UP","13.188931","77.41915","475"
"406 DOWN","13.17201","77.53566","476"
"406 UP","13.19","77.4195","476"
"406 DOWN","13.17217","77.53583","477"
"406 UP","13.19032","77.41964","477"
"406 DOWN","13.17256","77.53614","478"
"406 UP","13.19066","77.41987","478"
"406 DOWN","13.17324","77.5366","479"
"406 UP","13.19077","77.41995","479"
"406 DOWN","13.17346","77.5368","480"
"406 UP","13.19074","77.42002","480"
"406 DOWN","13.17362","77.53699","481"
"406 UP","13.19042","77.4198","481"
"406 DOWN","13.1738","77.53726","482"
"406 UP","13.19007","77.41962","482"
"406 DOWN","13.17392","77.53756","483"
"406 UP","13.18975","77.41949","483"
"406 DOWN","13.17402","77.53825","484"
"406 UP","13.18736","77.4188","484"
"406 DOWN","13.17417","77.53954","485"
"406 UP","13.18671","77.41864","485"
"406 DOWN","13.17417","77.53972","486"
"406 UP","13.18585","77.41851","486"
"406 DOWN","13.17415","77.53987","487"
"406 UP","13.18281","77.41815","487"
"406 DOWN","13.17403","77.54047","488"
"406 UP","13.18059","77.41796","488"
"406 DOWN","13.1741","77.54093","489"
"406 UP","13.17994","77.41784","489"
"406 DOWN","13.17424","77.54134","490"
"406 UP","13.17937","77.41768","490"
"406 DOWN","13.17466","77.54247","491"
"406 UP","13.17634","77.41672","491"
"406 DOWN","13.17491","77.54336","492"
"406 UP","13.17586","77.41654","492"
"406 DOWN","13.17529","77.54429","493"
"406 UP","13.17518","77.41621","493"
"406 DOWN","13.17536","77.54452","494"
"406 UP","13.17484","77.41601","494"
"406 DOWN","13.17538","77.54466","495"
"406 UP","13.17239","77.41449","495"
"406 DOWN","13.17538","77.54479","496"
"406 UP","13.17041","77.41336","496"
"406 DOWN","13.17533","77.54695","497"
"406 UP","13.16789","77.41196","497"
"406 DOWN","13.17527","77.54728","498"
"406 UP","13.16778","77.41189","498"
"406 DOWN","13.17522","77.54745","499"
"406 UP","13.16751","77.41176","499"
"406 DOWN","13.17506","77.54787","500"
"406 UP","13.167108","77.41155","500"
"406 DOWN","13.17496","77.54807","501"
"406 UP","13.16667","77.41137","501"
"406 DOWN","13.17471","77.54839","502"
"406 UP","13.16635","77.41122","502"
"406 DOWN","13.17444","77.54861","503"
"406 UP","13.16602","77.41115","503"
"406 DOWN","13.17424","77.54872","504"
"406 UP","13.16575","77.41113","504"
"406 DOWN","13.17405","77.54878","505"
"406 UP","13.16562","77.41108","505"
"406 DOWN","13.17371","77.54882","506"
"406 UP","13.1648","77.41117","506"
"406 DOWN","13.17248","77.5489","507"
"406 UP","13.16445","77.41119","507"
"406 DOWN","13.17146","77.54905","508"
"406 UP","13.16405","77.41126","508"
"406 DOWN","13.17121","77.5491","509"
"406 UP","13.16367","77.41128","509"
"406 DOWN","13.17097","77.54913","510"
"406 UP","13.16307","77.41136","510"
"406 DOWN","13.17086","77.54917","511"
"406 UP","13.16269","77.41137","511"
"406 DOWN","13.17062","77.5493","512"
"406 UP","13.1621","77.41145","512"
"406 DOWN","13.17042","77.54948","513"
"406 UP","13.15926","77.41174","513"
"406 DOWN","13.17032","77.54963","514"
"406 UP","13.15793","77.41186","514"
"406 DOWN","13.17024","77.54982","515"
"406 UP","13.15769","77.41189","515"
"406 DOWN","13.17013","77.55012","516"
"406 UP","13.15646","77.41201","516"
"406 DOWN","13.17009","77.5503","517"
"406 UP","13.15355","77.41209","517"
"406 DOWN","13.17011","77.55041","518"
"406 UP","13.15327","77.41212","518"
"406 DOWN","13.1701","77.55056","519"
"406 UP","13.15127","77.41217","519"
"406 DOWN","13.17011","77.55098","520"
"406 UP","13.151","77.41213","520"
"406 DOWN","13.17017","77.55172","521"
"406 UP","13.15082","77.4123","521"
"406 DOWN","13.17023","77.55224","522"
"406 UP","13.14966","77.41353","522"
"406 DOWN","13.17036","77.55294","523"
"406 UP","13.14948","77.41332","523"
"406 DOWN","13.17052","77.55354","524"
"406 UP","13.14942","77.41318","524"
"406 DOWN","13.17115","77.5562","525"
"406 UP","13.14942","77.41311","525"
"406 DOWN","13.17133","77.5569","526"
"406 UP","13.15003","77.41254","526"
"406 DOWN","13.17146","77.55748","527"
"406 UP","13.15031","77.41224","527"
"406 DOWN","13.17145","77.55759","528"
"406 UP","13.15052","77.41199","528"
"406 DOWN","13.17193","77.55955","529"
"406 UP","13.15057","77.41186","529"
"406 DOWN","13.17198","77.55984","530"
"406 UP","13.15051","77.41183","530"
"406 DOWN","13.1722","77.56083","531"
"406 UP","13.15035","77.41179","531"
"406 DOWN","13.17232","77.5613","532"
"406 UP","13.15009","77.41177","532"
"406 DOWN","13.17258","77.56252","533"
"406 UP","13.14914","77.41183","533"
"406 DOWN","13.17262","77.56258","534"
"406 UP","13.149","77.41185","534"
"406 DOWN","13.17265","77.5627","535"
"406 UP","13.14789","77.41193","535"
"406 DOWN","13.17298","77.56432","536"
"406 UP","13.14754","77.412","536"
"406 DOWN","13.17297","77.56442","537"
"406 UP","13.14725","77.41203","537"
"406 DOWN","13.17142","77.56445","538"
"406 UP","13.14676","77.41205","538"
"406 DOWN","13.17058","77.5645","539"
"406 UP","13.14611","77.4121","539"
"406 DOWN","13.17005","77.56458","540"
"406 UP","13.14582","77.41212","540"
"406 DOWN","13.16975","77.56462","541"
"406 UP","13.1452","77.41219","541"
"406 DOWN","13.16882","77.56479","542"
"406 UP","13.14406","77.41231","542"
"406 DOWN","13.16708","77.5652","543"
"406 UP","13.14372","77.41231","543"
"406 DOWN","13.1649","77.56564","544"
"406 UP","13.14348","77.41222","544"
"406 DOWN","13.16395","77.56583","545"
"406 UP","13.14241","77.41161","545"
"406 DOWN","13.16224","77.56618","546"
"406 UP","13.1419","77.41131","546"
"406 DOWN","13.16077","77.56645","547"
"406 UP","13.1417","77.4112","547"
"406 DOWN","13.15981","77.56668","548"
"406 UP","13.1415","77.41108","548"
"406 DOWN","13.15813","77.56712","549"
"406 UP","13.14073","77.41065","549"
"406 DOWN","13.15488","77.56802","550"
"406 UP","13.14031","77.41038","550"
"406 DOWN","13.15336","77.56844","551"
"406 UP","13.13808","77.40911","551"
"406 DOWN","13.15312","77.5685","552"
"406 UP","13.13771","77.40884","552"
"406 DOWN","13.15257","77.56867","553"
"406 UP","13.1374","77.40856","553"
"406 DOWN","13.15166","77.56891","554"
"406 UP","13.13588","77.40733","554"
"406 DOWN","13.15147","77.56897","555"
"406 UP","13.13541","77.40691","555"
"406 DOWN","13.15113","77.56904","556"
"406 UP","13.13517","77.40672","556"
"406 DOWN","13.15035","77.56924","557"
"406 UP","13.13463","77.40621","557"
"406 DOWN","13.15015","77.5693","558"
"406 UP","13.13419","77.40567","558"
"406 DOWN","13.14874","77.56964","559"
"406 UP","13.13332","77.40451","559"
"406 DOWN","13.14828","77.56973","560"
"406 UP","13.1329","77.40401","560"
"406 DOWN","13.14778","77.5698","561"
"406 UP","13.13214","77.40298","561"
"406 DOWN","13.14717","77.56985","562"
"406 UP","13.13177","77.40258","562"
"406 DOWN","13.14664","77.56987","563"
"406 UP","13.13152","77.40233","563"
"406 DOWN","13.14571","77.56984","564"
"406 UP","13.13044","77.4014","564"
"406 DOWN","13.1448","77.56977","565"
"406 UP","13.1303","77.40128","565"
"406 DOWN","13.14457","77.56976","566"
"406 UP","13.12917","77.40028","566"
"406 DOWN","13.14143","77.56942","567"
"406 UP","13.12894","77.4001","567"
"406 DOWN","13.14023","77.56943","568"
"406 UP","13.12835","77.3996","568"
"406 DOWN","13.13971","77.5694","569"
"406 UP","13.12799","77.39927","569"
"406 DOWN","13.13934","77.56936","570"
"406 UP","13.12782","77.39913","570"
"406 DOWN","13.13893","77.56929","571"
"406 UP","13.12753","77.39885","571"
"406 DOWN","13.13805","77.56909","572"
"406 UP","13.12706","77.39829","572"
"406 DOWN","13.13776","77.56901","573"
"406 UP","13.12674","77.39784","573"
"406 DOWN","13.13726","77.56893","574"
"406 UP","13.12631","77.39716","574"
"406 DOWN","13.13695","77.56894","575"
"406 UP","13.12554","77.39599","575"
"406 DOWN","13.13622","77.56905","576"
"406 UP","13.12525","77.39564","576"
"406 DOWN","13.13485","77.56935","577"
"406 UP","13.125","77.39541","577"
"406 DOWN","13.13448","77.56948","578"
"406 UP","13.12481","77.39527","578"
"406 DOWN","13.13372","77.5698","579"
"406 UP","13.12373","77.39461","579"
"406 DOWN","13.13282","77.57016","580"
"406 UP","13.12267","77.39393","580"
"406 DOWN","13.13078","77.57104","581"
"406 UP","13.12191","77.39342","581"
"406 DOWN","13.13018","77.57136","582"
"406 UP","13.11985","77.39196","582"
"406 DOWN","13.12939","77.57185","583"
"406 UP","13.11927","77.39152","583"
"406 DOWN","13.12893","77.57209","584"
"406 UP","13.11814","77.39071","584"
"406 DOWN","13.12835","77.57242","585"
"406 UP","13.11796","77.39061","585"
"406 DOWN","13.1263","77.57365","586"
"406 UP","13.11764","77.39048","586"
"406 DOWN","13.1253","77.57427","587"
"406 UP","13.11443","77.38942","587"
"406 DOWN","13.12343","77.57531","588"
"406 UP","13.11412","77.38929","588"
"406 DOWN","13.12303","77.57552","589"
"406 UP","13.11317","77.38879","589"
"406 DOWN","13.12235","77.57586","590"
"406 UP","13.11281","77.38866","590"
"406 DOWN","13.11813","77.57764","591"
"406 UP","13.11239","77.38857","591"
"406 DOWN","13.11728","77.57798","592"
"406 UP","13.11209","77.38852","592"
"406 DOWN","13.11697","77.57812","593"
"406 UP","13.11102","77.38827","593"
"406 DOWN","13.11627","77.57841","594"
"406 UP","13.11073","77.38825","594"
"406 DOWN","13.114776","77.57906","595"
"406 UP","13.10931","77.38811","595"
"406 DOWN","13.11381","77.57944","596"
"406 UP","13.10812","77.38813","596"
"406 DOWN","13.11362","77.57949","597"
"406 UP","13.10591","77.38812","597"
"406 DOWN","13.11241","77.57959","598"
"406 UP","13.10569","77.38813","598"
"406 DOWN","13.112","77.57966","599"
"406 UP","13.10514","77.3882","599"
"406 DOWN","13.11121","77.57989","600"
"406 UP","13.10475","77.38822","600"
"406 DOWN","13.10988","77.58032","601"
"406 UP","13.10435","77.38817","601"
"406 DOWN","13.10939","77.58046","602"
"406 UP","13.10399","77.38818","602"
"406 DOWN","13.10869","77.58069","603"
"406 UP","13.10357","77.38823","603"
"406 DOWN","13.10797","77.58091","604"
"406 UP","13.10337","77.38829","604"
"406 DOWN","13.1078","77.58097","605"
"406 UP","13.10307","77.3884","605"
"406 DOWN","13.10746","77.58113","606"
"406 UP","13.10251","77.38866","606"
"406 DOWN","13.10716","77.58132","607"
"406 UP","13.10232","77.3887","607"
"406 DOWN","13.10626","77.58205","608"
"406 UP","13.10224","77.3887","608"
"406 DOWN","13.106025","77.58227","609"
"406 UP","13.1017","77.38952","609"
"406 DOWN","13.1054","77.58282","610"
"406 UP","13.10145","77.38987","610"
"406 DOWN","13.10426","77.58393","611"
"406 UP","13.10115","77.39024","611"
"406 DOWN","13.10359","77.58467","612"
"406 UP","13.10102","77.39037","612"
"406 DOWN","13.10286","77.58558","613"
"406 UP","13.100615","77.390724","613"
"406 DOWN","13.10228","77.58635","614"
"406 UP","13.10046","77.39084","614"
"406 DOWN","13.10204","77.58662","615"
"406 UP","13.09998","77.39114","615"
"406 DOWN","13.10147","77.58734","616"
"406 UP","13.09994","77.39122","616"
"406 DOWN","13.10102","77.58786","617"
"406 UP","13.09988","77.39123","617"
"406 DOWN","13.100399","77.58863","618"
"406 UP","13.09974","77.39137","618"
"406 DOWN","13.09888","77.59047","619"
"406 UP","13.09913","77.39184","619"
"406 DOWN","13.09813","77.59132","620"
"406 UP","13.09905","77.39192","620"
"406 DOWN","13.097815","77.591644","621"
"406 UP","13.09879","77.39226","621"
"406 UP","13.09865","77.39251","622"
"406 UP","13.09858","77.39268","623"
"406 UP","13.09847","77.39306","624"
"406 UP","13.09838","77.39364","625"
"406 UP","13.09835","77.39395","626"
"406 UP","13.09831","77.39395","627"
"406 UP","13.09832","77.39379","628"
"406 UP","13.09804","77.39384","629"
"406 UP","13.098024","77.39387","630"
